X,Y,objectid,shape_leng,shape_area,zone,locationid,borough
-74.1767785471836,40.6895151478039,1,0.11635745319,0.00078230679,Newark Airport,1,EWR
-73.826141187548,40.6257250653606,2,0.43346966679,0.00486634038,Jamaica Bay,2,Queens
-73.8494797117996,40.8658720486048,3,0.0843411059,0.00031441416,Allerton/Pelham Gardens,3,Bronx
-73.9770238531481,40.7241508237094,4,0.04356652709,0.00011187195,Alphabet City,4,Manhattan
-74.1899382186973,40.5503388087419,5,0.09214648986,0.00049795749,Arden Heights,5,Staten Island
-74.067784415989,40.5990540522727,6,0.15049054252,0.00060646098,Arrochar/Fort Wadsworth,6,Staten Island
-73.9214822351202,40.7610941908165,7,0.10741717112,0.00038978799,Astoria,7,Queens
-73.9231996351178,40.7786091900536,8,0.02759069116,2.658772E-05,Astoria Park,8,Queens
-73.788019387688,40.7543991714348,9,0.09978409247,0.0003384438,Auburndale,9,Queens
-73.9655685008179,40.8020326846964,24,0.04699996193,6.072357E-05,Bloomingdale,24,Manhattan
-73.7916548635917,40.678101884465,10,0.09983947942,0.00043582382,Baisley Park,10,Queens
-74.010614577798,40.6039781434647,11,0.07921103896,0.00026452054,Bath Beach,11,Brooklyn
-74.015489822631,40.7024875740507,12,0.03666130136,4.151162E-05,Battery Park,12,Manhattan
-74.016119676412,40.7116120409703,13,0.05028132286,0.00014935859,Battery Park City,13,Manhattan
-73.8869234351293,40.8687686529423,18,0.06979954986,0.00014885016,Bedford Park,18,Bronx
-73.9864596713285,40.6856156764957,25,0.04714581993,0.00012416827,Boerum Hill,25,Brooklyn
-74.0304481021718,40.6235833928849,14,0.17521369805,0.00138177826,Bay Ridge,14,Brooklyn
-73.7879935355271,40.7852453578963,15,0.14433622262,0.0009252194,Bay Terrace/Fort Totten,15,Queens
-73.9942964016157,40.6096262221388,22,0.1261702292,0.00047206268,Bensonhurst West,22,Brooklyn
-74.1593411184408,40.6074284613631,23,0.29055602896,0.00219556576,Bloomfield/Emerson Hill,23,Staten Island
-73.7716756284112,40.7612343254115,16,0.14129187377,0.00087188945,Bayside,16,Queens
-73.949180773692,40.6919912634499,17,0.09352263295,0.00032295765,Bedford,17,Brooklyn
-73.727896170924,40.7364716742206,19,0.10182487545,0.00054666109,Bellerose,19,Queens
-73.8860353385252,40.8577730959401,20,0.05144019244,0.00013451263,Belmont,20,Bronx
-73.9813014192894,40.6020489344532,21,0.11597356906,0.00038025135,Bensonhurst East,21,Brooklyn
-73.9895605620844,40.6286134091126,26,0.12354780707,0.00053403993,Borough Park,26,Brooklyn
-73.9097817318296,40.5589421136732,27,0.20250880852,0.00134088763,Breezy Point/Fort Tilden/Riis Beach,27,Queens
-73.8073148986691,40.7108516062057,28,0.09796078221,0.00029120393,Briarwood/Jamaica Hills,28,Queens
-73.9953288805328,40.6962386836944,33,0.0532702932,0.0001474168,Brooklyn Heights,33,Brooklyn
-73.9605803598493,40.5821933711719,29,0.07140831277,0.00020167384,Brighton Beach,29,Brooklyn
-73.8757213805039,40.8599258834332,31,0.09642456665,0.00033397593,Bronx Park,31,Bronx
-73.8646243306344,40.8644452005706,32,0.05426721601,0.00015087917,Bronxdale,32,Bronx
-73.8200979414619,40.6048766987842,30,0.09450976698,0.00014586211,Broad Channel,30,Queens
-73.9677011560345,40.7025605301963,34,0.06570593235,0.00017394615,Brooklyn Navy Yard,34,Brooklyn
-73.9124714112829,40.6637990606078,35,0.08578791859,0.0003238252,Brownsville,35,Brooklyn
-73.9682674724579,40.6771816746813,189,0.04867433065,0.00010142759,Prospect Heights,189,Brooklyn
-73.9161942746903,40.6988739907155,36,0.08705078671,0.00024766614,Bushwick North,36,Brooklyn
-73.9259408152051,40.696262872816,37,0.14281004047,0.00045206264,Bushwick South,37,Brooklyn
-73.7355503356822,40.6933168280704,38,0.08321756852,0.00032739268,Cambria Heights,38,Queens
-73.8997822566826,40.6388776813527,39,0.13236962076,0.00090028294,Canarsie,39,Brooklyn
-73.99581790866,40.6785035606692,40,0.05185066488,0.00010894921,Carroll Gardens,40,Brooklyn
-73.9520643705523,40.8042043196443,41,0.05279310945,0.00014309304,Central Harlem,41,Manhattan
-73.9982525452979,40.713058469731,45,0.04590686262,9.135947E-05,Chinatown,45,Manhattan
-73.7864259615609,40.847469471525,46,0.13447542988,0.00092639168,City Island,46,Bronx
-73.9395193400941,40.8210432481452,42,0.09270922746,0.00026389695,Central Harlem North,42,Manhattan
-73.9655721742261,40.7824596006423,43,0.09973861836,0.00037966291,Central Park,43,Manhattan
-74.2295254958276,40.5273168902313,44,0.23568896759,0.00194465649,Charleston/Tottenville,44,Staten Island
-73.8969289384912,40.8457548038173,47,0.08982755633,0.00016319812,Claremont/Bathgate,47,Bronx
-73.9898566520191,40.7622366943825,48,0.04374674414,9.425384E-05,Clinton East,48,Manhattan
-73.9649334691936,40.6885144373622,49,0.07529001834,0.00020318553,Clinton Hill,49,Brooklyn
-73.9938997681529,40.7666918128623,50,0.05574798675,0.00017324928,Clinton West,50,Manhattan
-73.83041955048,40.8740723627583,51,0.09536134423,0.00039575655,Co-Op City,51,Bronx
-73.9969227180023,40.6866039903311,52,0.02890767101,4.520275E-05,Cobble Hill,52,Brooklyn
-73.8440792356717,40.7819836057417,53,0.16150091339,0.00094753098,College Point,53,Queens
-74.0030934802705,40.6869905668704,54,0.07621924486,0.00013245213,Columbia Street,54,Brooklyn
-73.9904735561227,40.5768972746941,55,0.14995680752,0.00073627471,Coney Island,55,Brooklyn
-73.8590561941745,40.7415985183016,56,0.05684781267,0.00018090784,Corona,56,Queens
-73.8533838202807,40.7523147567598,57,0.01927050486,1.802598E-05,Corona,56,Queens
-73.8207250601369,40.8415088688735,58,0.05985540949,0.00020498093,Country Club,58,Bronx
-73.8930766915585,40.8388556804551,59,0.03779480709,6.287652E-05,Crotona Park,59,Bronx
-73.8897802710264,40.8312936607613,60,0.07864828782,0.00016183328,Crotona Park East,60,Bronx
-73.9412833434095,40.6738413689524,61,0.1173108081,0.00051077209,Crown Heights North,61,Brooklyn
-73.949268913492,40.6670833198005,62,0.08225933598,0.00015823817,Crown Heights South,62,Brooklyn
-73.9568408354454,40.7032495515468,217,0.05539052513,0.00011473327,South Williamsburg,217,Brooklyn
-73.8776771989887,40.6848229735849,63,0.11910072188,0.00035319091,Cypress Hills,63,Brooklyn
-73.7314527800241,40.760668294731,64,0.18445188474,0.00105790285,Douglaston,64,Queens
-73.9855709103419,40.6953719451294,65,0.04460706837,8.180388E-05,Downtown Brooklyn/MetroTech,65,Brooklyn
-73.9202093751089,40.6524529041998,72,0.09520206952,0.00032353246,East Flatbush/Remsen Village,72,Brooklyn
-73.9863824464887,40.7017322090195,66,0.05463345936,0.00010837886,DUMBO/Vinegar Hill,66,Brooklyn
-74.0147359432118,40.618454023575,67,0.09974707816,0.00039428227,Dyker Heights,67,Brooklyn
-73.9999401557,40.7483971626708,68,0.04933737956,0.00011107338,East Chelsea,68,Manhattan
-73.8066010835421,40.7536968193034,73,0.08530202091,0.00029179975,East Flushing,73,Queens
-73.9153682953622,40.8306044452361,69,0.07898964505,0.0001990516,East Concourse/Concourse Village,69,Bronx
-73.8684053913991,40.7639477210201,70,0.06384031834,0.00019545848,East Elmhurst,70,Queens
-73.9377345760915,40.6439287510255,71,0.09316945518,0.00038257259,East Flatbush/Farragut,71,Brooklyn
-73.9852139376555,40.7279439556963,79,0.04262491131,0.00010789307,East Village,79,Manhattan
-73.9423358095771,40.7144620687616,80,0.11721262145,0.00040732246,East Williamsburg,80,Brooklyn
-73.9383133149247,40.8055646797432,74,0.11029093625,0.00029503842,East Harlem North,74,Manhattan
-73.9522089235581,40.6472548455642,85,0.05747514736,0.0001436378,Erasmus,85,Brooklyn
-73.7541915046308,40.6025875430331,86,0.13424528258,0.00062327882,Far Rockaway,86,Queens
-73.9449566719829,40.7906498131877,75,0.08766389977,0.00024056393,East Harlem South,75,Manhattan
-73.8783788222371,40.6587031028167,76,0.24120301627,0.00126660143,East New York,76,Brooklyn
-73.8957171457067,40.6677017199152,77,0.07546108144,0.00019191798,East New York/Pennsylvania Avenue,77,Brooklyn
-73.8866447286733,40.8460111330758,78,0.09359444958,0.00019111442,East Tremont,78,Bronx
-73.8455513346595,40.8773597611107,81,0.19759277173,0.00039956655,Eastchester,81,Bronx
-74.0078109913198,40.7066582793788,87,0.03690154961,6.720502E-05,Financial District North,87,Manhattan
-73.8723463998088,40.7384711451316,82,0.1198756497,0.00032360108,Elmhurst,82,Queens
-73.8892345115106,40.7401496459848,83,0.10598493327,0.00021746372,Elmhurst/Maspeth,83,Queens
-74.1739579641169,40.5320157425092,84,0.23362398703,0.00207375572,Eltingville/Annadale/Prince's Bay,84,Staten Island
-74.0113075756494,40.7033942088545,88,0.03520460353,5.729995E-05,Financial District South,88,Manhattan
-73.9626943864698,40.6409826942743,89,0.12279456955,0.00044754814,Flatbush/Ditmas Park,89,Brooklyn
-73.9967770109211,40.7425467941509,90,0.03075916208,5.531325E-05,Flatiron,90,Manhattan
-73.9325432531215,40.62738904152,91,0.12499662458,0.00053733001,Flatlands,91,Brooklyn
-73.830446663996,40.7641269160531,92,0.1178300668,0.00037494662,Flushing,92,Queens
-73.8418971404074,40.7392419968231,93,0.1709980276,0.00059427818,Flushing Meadows-Corona Park,93,Queens
-73.9005936566449,40.8582578254515,94,0.04983260831,6.258194E-05,Fordham South,94,Bronx
-73.8482280477574,40.7234787937062,95,0.11362960548,0.00057277034,Forest Hills,95,Queens
-73.8759726709683,40.6957597292336,96,0.18518024809,0.00054756625,Forest Park/Highland Park,96,Queens
-73.9755770542604,40.6906172512069,97,0.06247601474,0.00016330397,Fort Greene,97,Brooklyn
-73.7795627090344,40.7338408065896,98,0.12166101828,0.00048577302,Fresh Meadows,98,Queens
-74.1877048891303,40.5796170852987,99,0.1833714893,0.00121016464,Freshkills Park,99,Staten Island
-73.9887858961858,40.753514033595,100,0.02481310903,3.747002E-05,Garment District,100,Manhattan
-73.7090728013721,40.7437423878519,101,0.10170983628,0.00045234253,Glen Oaks,101,Queens
-73.8820093188063,40.7026675398565,102,0.13690048465,0.00029659547,Glendale,102,Queens
-74.0451809240024,40.6898598987975,103,0.01430551673,6.33056E-06,Governor's Island/Ellis Island/Liberty Island,103,Manhattan
-74.0391307878279,40.6986721189609,104,0.02122083309,1.192053E-05,Governor's Island/Ellis Island/Liberty Island,104,Manhattan
-74.018794454332,40.6881376609936,105,0.07742533983,0.00036863639,Governor's Island/Ellis Island/Liberty Island,105,Manhattan
-73.9917627093719,40.6733620674965,106,0.04921101198,0.00011361683,Gowanus,106,Brooklyn
-73.9833104067285,40.7373482958036,107,0.03804136459,7.461122E-05,Gramercy,107,Manhattan
-73.9803747141946,40.5891086684813,108,0.11117141227,0.00035286601,Gravesend,108,Brooklyn
-74.1527267822435,40.5488292033123,109,0.1782678196,0.00116960076,Great Kills,109,Staten Island
-74.1258485775449,40.5432647418341,110,0.10394629291,0.0005257451,Great Kills Park,110,Staten Island
-73.9909882973692,40.6521147992906,111,0.05993088007,0.00020868328,Green-Wood Cemetery,111,Brooklyn
-73.9484813793274,40.7288301832479,112,0.10726787577,0.00046206867,Greenpoint,112,Brooklyn
-73.9946280863516,40.732485290011,113,0.03274535057,5.796346E-05,Greenwich Village North,113,Manhattan
-73.9986780883424,40.7286125116112,114,0.03172703477,4.702077E-05,Greenwich Village South,114,Manhattan
-74.0924737512597,40.6201412140987,115,0.11616941396,0.00037316899,Grymes Hill/Clifton,115,Staten Island
-73.9473672226893,40.8275353181432,116,0.06811648443,0.00026041534,Hamilton Heights,116,Manhattan
-73.7760917621825,40.5960939870336,117,0.16988585799,0.00090429427,Hammels/Arverne,117,Queens
-74.1370645598249,40.585663549866,118,0.24396621769,0.00182693923,Heartland Village/Todt Hill,118,Staten Island
-73.9269600267724,40.8367339066023,119,0.08350703557,0.00018577945,Highbridge,119,Bronx
-73.9308068590011,40.8460040713408,120,0.08326127022,9.314628E-05,Highbridge Park,120,Manhattan
-73.9484733812442,40.6065536985748,149,0.08368058218,0.00027063962,Madison,149,Brooklyn
-73.9428833477914,40.5802569707349,150,0.08933149118,0.00033256804,Manhattan Beach,150,Brooklyn
-73.7996959805071,40.7273675227027,121,0.09691533734,0.00038456329,Hillcrest/Pomonok,121,Queens
-73.7615717285247,40.711087102715,122,0.06653184394,0.0002265971,Hollis,122,Queens
-73.9651986520875,40.6002034896107,123,0.08342113894,0.00029644517,Homecrest,123,Brooklyn
